,student_id,content_pred,wording_pred
0,00791789cc1f,-0.00988886196325409,0.18883631756113195
1,0086ef22de8f,-1.2750049870972662,-1.221090674706696
2,0094589c7a22,0.1428790494880919,-0.36228865317595965
3,00cd5736026a,0.20572192234815737,0.42592540360073217
4,00d98b8ff756,-0.35340316081703244,-0.11903402302239603
5,00db6d2b9222,-1.4282673926667644,-1.3164799523838806
6,0106a4b99776,1.2867352650468948,0.8327016807480898
7,011acba6c31c,-1.2175204372433701,-1.1752424510393265
8,014da834aab7,0.5026416919645388,0.9815632238749284
9,016714bf867a,-0.9828516943557047,-1.4602471210776997
10,01845ca325d8,-0.23049437019204683,0.19152923203998484
11,01ac72b9619b,-0.054726080183303764,0.22427179368036113
12,01de02d67dc5,-0.5095859081387161,-0.5586888149662085
13,01dea6804ab3,-0.17808034000530706,0.11951095202787274
14,01f859d90ae0,-1.2743616753917995,-1.33889749406444
15,020d6a067196,-1.0491052298404762,-1.0994968294838818
16,0271baf2b78f,2.501666169739177,2.6902310454365503
17,02c4d34dd4d8,-1.038802406459771,-1.1290981061229735
18,02d8aa208fec,0.036790775215667496,-0.08589273321140911
19,02e29e600861,-0.07468987626887805,0.2963834017090432
20,031ac8f4a1d1,0.11631824230093307,0.12085692228804551
21,0326c82b7410,-0.05523472235180325,0.40668290898578496
22,032ea9c5afff,-0.8124676159660116,-0.9498463375779179
23,033fd3cedc71,-1.1161915219830778,-1.355398632610346
24,034e10c7c671,-0.2953052396704131,-0.03631531770597564
25,036c279944c8,-0.17989372668252823,0.17331834933955903
26,036e2c61f871,1.6272206551113606,1.5569594488501621
27,03769f341860,-0.843408199104364,-0.45003082738688255
28,037da92c45a1,-0.8905436148322156,-1.2745124165259127
29,039a9362fc20,-0.13976106358989296,-0.6952437179781905
30,03a387779829,0.4000783875286326,-0.2977166630551155
31,03b862abafe6,-0.3753992116159669,-0.8140819516327402
32,03df5a653e89,-0.025090571310717014,0.07651479374071232
33,03f4c470c0a3,-0.19996025352268856,-0.037427490792141936
34,04240e622f79,0.800387757880783,-0.24982838110697897
35,042d742a4b04,-0.5931013909903003,-0.012204727333795982
36,042e210ad534,-0.3703402911352236,-0.923497422673908
37,043b311a7b53,-0.6080594385243026,-0.7019670148940074
38,04ec40c9c988,-0.5468136780142498,-0.0909606740423847
39,04f7a3a75d58,0.021025882021008024,0.12095089324933335
40,055d6307018e,-0.8453772478474467,-0.805103492308072
41,0572af40195b,-0.22182049169283025,-0.7755876644770351
42,05c107c86764,-0.45326795051306656,0.1724750714304573
43,062edbf59adc,-1.0308516268149426,-0.668562933038486
44,063a02049b50,1.7983967763675714,1.0064544952481704
45,06463ce221ea,-1.2824304879948256,-1.4702936524206391
46,064d4d18387f,-0.017653813092343287,0.2613890249939516
47,0687d94b4f15,0.008514015704209845,-0.756776759389589
48,06bc6445b630,2.041921138345574,2.7298788293366467
49,06e524aaf5b3,-1.1429394843539324,-0.9625057412265857
50,0703209ef239,-0.8294718663963487,-0.44313908207246827
51,070a8a5ca17c,0.4542171648184614,0.3773661778076907
52,0757713e6941,0.27291750772139906,0.44633866143086154
53,076889bc8c6a,-0.1321367612686519,0.3615259458067154
54,076f9ab93ac8,-0.7894410929156287,-0.16327367693109301
55,07b0941ab214,-0.32393120696630046,0.2641149542253647
56,07c2a45d5e0d,2.0002927279136715,1.1635275854210483
57,07c4f597f2cb,-1.2500341460083118,-1.33889749406444
58,07dd05013881,-1.2699214975483981,-1.3889445197663763
59,07ef97d52916,-1.2096322060085574,-1.2562584633326919
60,0821f56d3bcc,0.7361728018006448,1.3122975497996388
61,082b331b8e38,-0.3665471020678296,0.05647843728939287
62,085033519aa9,0.5798585147128568,0.5691423231676326
63,087068b1695d,0.2949017034495153,0.4521791092632366
64,0874d4ada56d,0.4948574941291479,0.7370298874348166
65,08753256b467,-0.4553529431058075,0.061772090290215
66,0878a3855bfd,-1.0796837778515123,-0.41486490324903946
67,087f032e61aa,1.438863386504433,1.8484415439644175
68,08b2ce630ab5,-0.19001631737934838,-0.2280511415653124
69,0924a844c0ff,-0.6616408795491647,-0.3897309814655899
70,09a991f9c5c6,0.7580018500956663,-0.10394455179243801
71,09a9e96233d9,-0.6003296913735126,-0.07974059066052364
72,09c0ae9ece94,-1.2923410012149648,-1.271150638124286
73,09e1a86f0317,-0.6008876621857501,-0.7018621297480082
74,0a04ab334ad1,0.366503805666199,0.5667186018845866
75,0a1301e7982b,0.5294867362543998,0.18572872705813048
76,0a1317b2250d,0.11718656559259953,0.45105869397866877
77,0a1357a5d9dc,0.03589248718471312,-0.019324458837129587
78,0a3baa0c9199,0.2249632309959833,0.14949267307523045
79,0a4935dc5d7c,-1.0227370466730323,-1.204095860612374
80,0a5b5079b265,1.606008030730167,2.071612934885349
81,0a65a62eb38d,-0.235215061962714,0.16090844124627018
82,0a79d2a33d4f,-0.39927821255000145,-0.6001311679703504
83,0a8f4bedad26,-0.010407219738282718,0.2695477541477902
84,0ac364881f5f,-0.48945847790742086,-0.36500165298806553
85,0ae9b84bf873,0.439861650214274,0.47516816401470535
86,0b2ef5fa908c,-0.17919050979524603,-0.6128436514464282
87,0b4344d9e9c7,-1.258081333821307,-1.261094072027778
88,0b6cf59413ff,-0.3883978907079784,-0.3357222153734305
89,0b6ea9a6817b,0.7211327870723848,0.6121569178273965
90,0b7c1a29ebbe,-0.9490635106266003,-0.8072088757509822
91,0ba4aab1ab62,-0.12633313139769925,0.3559969041528776
92,0ba85af186da,-0.09842770473959722,0.34162179142238575
93,0beaeba78275,-0.2387020153917492,-0.5810524778938889
94,0bff9e728e83,1.1699608832427557,0.7576247230453513
95,0c0a165c6389,-0.0187286172403861,-0.017501443054176953
96,0c0a3d88f14f,0.33503319832375267,-0.2894344187557396
97,0c17dc399fe4,0.1752501364958136,0.08171017712854999
98,0c33b8d5d43f,0.6966820750353159,-0.28488796670715893
99,0c6b9a9fe3b2,-1.0139611227677219,-0.4247867875974066
100,0c73d7729c04,-0.5788087484106749,-0.23773900779478702
101,0c8c78632a20,-1.2805104771232514,-1.3183827366294898
102,0ca145f86018,-1.3044852244463407,-1.1939643321727713
103,0cadef76686d,-0.16115008451410853,0.17694874640563366
104,0cae81ff3528,-1.2699214975483981,-1.349426152735425
105,0ccfce5d8a41,-0.3923520179507334,0.24152152239788213
106,0cd6725d9d58,-1.2555976294266349,-0.954833366284038
107,0d0cf778e1fb,-0.29310091643058594,0.1548801205611697
108,0d18c343310c,-0.3949239032710022,0.11532393166704351
109,0d3d5a490eab,-1.3545618332958398,-1.280892687616465
110,0d4540fde41e,0.22513524257225007,0.335580252085433
111,0d4a7f35a88b,0.42822425515525625,0.6570898522185485
112,0d7bef4ec9d0,-1.0392503008919598,-1.1679712389653722
113,0d926d77a253,-1.2743616753917995,-1.2980715159665204
114,0da4a658dfd0,-1.3364767864946097,-1.195355072891608
115,0dac382f3607,0.1595988781226138,0.18479338973146267
116,0dcaf153ee0e,-0.03913143418710105,-0.06360118968363308
117,0e1e79a65c97,0.2566582872478361,0.44531171400188585
118,0e2337e9d274,-1.131647665137914,-1.2432383616889504
119,0e7fed8daf79,-0.6423924556483442,-0.641977200984367
120,0e9119eb5376,2.064681149159512,1.6920612049376467
121,0e91924f3443,-1.3790311247040805,-1.3420961952891717
122,0e9549100308,2.0932367690075835,1.4532189053002014
123,0e96f97c14d6,-1.1058503691783412,-1.1071713923459388
124,0ea26556126a,-0.931737093910465,-1.244202277158695
125,0ea3f8f89bc0,1.9148853684825569,-0.045206745574011734
126,0edb89b1abde,0.4527102843874315,0.7846513444233668
127,0ee2c0687759,-0.47434832595870097,-0.39141949507470164
128,0eef73b9960c,-0.21329055835386387,-0.0064216020578474016
129,0ef48c673b30,-0.8240682056926598,-0.45875599654278043
130,0f027612abe4,0.05001927242584316,0.38066673833792136
131,0f046a7c740c,0.31165875923131553,0.3998805882689651
132,0f2abd0da9e3,-0.5789606122416054,-0.1747746772829246
133,0f548d6fc5ae,0.21635321256315224,0.4556164001644517
